['2018-09-14 15:55:45', 'Friday', 'AAPL', 12, -3, 9, 30, 223.87]
['2018-09-14 15:56:46', 'Friday', 'AAPL', 12, -3, 9, 30, 223.82]
['2018-09-14 15:57:48', 'Friday', 'AAPL', 12, -3, 9, 30, 223.77]
['2018-09-14 15:58:49', 'Friday', 'AAPL', 12, -3, 9, 30, 223.695]
['2018-09-14 15:59:51', 'Friday', 'AAPL', 12, -3, 9, 30, 223.57]
['2018-09-14 16:00:52', 'Friday', 'AAPL', 12, -3, 9, 30, 223.7]
['2018-09-14 16:01:54', 'Friday', 'AAPL', 12, -3, 9, 30, 223.7]
['2018-09-14 16:02:55', 'Friday', 'AAPL', 12, -3, 9, 30, 223.7]
['2018-09-14 16:03:57', 'Friday', 'AAPL', 12, -3, 9, 30, 223.7]
['2018-09-14 16:04:58', 'Friday', 'AAPL', 13, -2, 11, 36, 223.7]
['2018-09-14 16:06:00', 'Friday', 'AAPL', 13, -2, 11, 36, 223.7]
['2018-09-14 16:07:01', 'Friday', 'AAPL', 14, -2, 12, 40, 223.7]
['2018-09-14 16:08:03', 'Friday', 'AAPL', 14, -2, 12, 40, 223.7]
['2018-09-14 16:09:04', 'Friday', 'AAPL', 14, -2, 12, 40, 223.7]
['2018-09-14 16:10:06', 'Friday', 'AAPL', 15, -2, 13, 43, 223.7]
['2018-09-14 16:11:08', 'Friday', 'AAPL', 16, -2, 14, 46, 223.7]
['2018-09-14 16:12:09', 'Friday', 'AAPL', 16, -2, 14, 46, 223.7]
['2018-09-14 16:13:10', 'Friday', 'AAPL', 15, -2, 13, 43, 223.7]
['2018-09-14 16:14:12', 'Friday', 'AAPL', 15, -2, 13, 43, 223.7]
['2018-09-14 16:15:13', 'Friday', 'AAPL', 16, -2, 14, 46, 223.84]
['2018-09-14 16:16:15', 'Friday', 'AAPL', 16, -1, 15, 50, 223.84]
['2018-09-14 16:17:16', 'Friday', 'AAPL', 15, -1, 14, 46, 223.84]
['2018-09-14 16:18:18', 'Friday', 'AAPL', 14, -2, 12, 40, 223.84]
['2018-09-14 16:19:19', 'Friday', 'AAPL', 13, -2, 11, 36, 223.84]
['2018-09-14 16:20:20', 'Friday', 'AAPL', 12, -2, 10, 33, 223.84]
['2018-09-14 16:21:22', 'Friday', 'AAPL', 13, -1, 12, 40, 223.84]
['2018-09-14 16:22:23', 'Friday', 'AAPL', 13, -1, 12, 40, 223.84]
['2018-09-14 16:23:25', 'Friday', 'AAPL', 13, -1, 12, 40, 223.84]
['2018-09-14 16:24:26', 'Friday', 'AAPL', 13, -1, 12, 40, 223.84]
['2018-09-14 16:25:28', 'Friday', 'AAPL', 13, -1, 12, 40, 223.84]
['2018-09-14 16:26:29', 'Friday', 'AAPL', 13, -1, 12, 40, 223.84]
['2018-09-14 16:27:31', 'Friday', 'AAPL', 12, -1, 11, 36, 223.84]
['2018-09-14 16:28:32', 'Friday', 'AAPL', 12, -1, 11, 36, 223.84]
['2018-09-14 16:29:33', 'Friday', 'AAPL', 12, -1, 11, 36, 223.84]
['2018-09-14 16:30:35', 'Friday', 'AAPL', 11, -1, 10, 33, 223.84]
['2018-09-14 16:31:37', 'Friday', 'AAPL', 11, -1, 10, 33, 223.84]
['2018-09-14 16:32:38', 'Friday', 'AAPL', 10, -3, 7, 23, 223.84]
['2018-09-14 16:33:39', 'Friday', 'AAPL', 10, -3, 7, 23, 223.84]
['2018-09-14 16:34:41', 'Friday', 'AAPL', 8, -4, 4, 13, 223.84]
['2018-09-14 16:35:42', 'Friday', 'AAPL', 8, -5, 3, 10, 223.84]
['2018-09-14 16:36:44', 'Friday', 'AAPL', 8, -5, 3, 10, 223.84]
['2018-09-14 16:37:46', 'Friday', 'AAPL', 7, -6, 1, 3, 223.84]
['2018-09-14 16:38:47', 'Friday', 'AAPL', 9, -6, 3, 10, 223.84]
['2018-09-14 16:39:48', 'Friday', 'AAPL', 9, -6, 3, 10, 223.84]
['2018-09-14 16:40:50', 'Friday', 'AAPL', 9, -6, 3, 10, 223.84]
['2018-09-14 16:41:51', 'Friday', 'AAPL', 10, -6, 4, 13, 223.84]
['2018-09-14 16:42:53', 'Friday', 'AAPL', 9, -6, 3, 10, 223.84]
['2018-09-14 16:43:55', 'Friday', 'AAPL', 9, -6, 3, 10, 223.84]
['2018-09-14 16:44:56', 'Friday', 'AAPL', 9, -6, 3, 10, 223.84]
['2018-09-14 16:45:58', 'Friday', 'AAPL', 9, -6, 3, 10, 223.84]
['2018-09-14 16:47:00', 'Friday', 'AAPL', 9, -6, 3, 10, 223.84]
['2018-09-14 16:48:01', 'Friday', 'AAPL', 9, -6, 3, 10, 223.84]
