['time stamp', 'Stock Symbol', 'sentiment ratio', 'stock price (current)']
['2018-09-14 14:31:32', 'Friday', 'AMD', 12, -2, 10, 33, 32.8]
['2018-09-14 14:32:33', 'Friday', 'AMD', 12, -1, 11, 36, 32.84]
['2018-09-14 14:33:35', 'Friday', 'AMD', 12, -1, 11, 36, 32.85]
['2018-09-14 14:34:36', 'Friday', 'AMD', 10, -2, 8, 26, 32.9]
['2018-09-14 14:35:38', 'Friday', 'AMD', 17, -1, 16, 53, 32.94]
['2018-09-14 14:36:39', 'Friday', 'AMD', 20, -1, 19, 63, 32.78]
['2018-09-14 14:37:43', 'Friday', 'AMD', 18, -2, 16, 53, 32.805]
['2018-09-14 14:38:45', 'Friday', 'AMD', 13, -4, 9, 30, 32.8]
['2018-09-14 14:39:46', 'Friday', 'AMD', 10, -3, 7, 23, 32.71]
['2018-09-14 14:40:47', 'Friday', 'AMD', 10, -2, 8, 26, 32.75]
['2018-09-14 14:41:49', 'Friday', 'AMD', 11, -1, 10, 33, 32.62]
['2018-09-14 14:42:50', 'Friday', 'AMD', 10, -2, 8, 26, 32.55]
['2018-09-14 14:43:52', 'Friday', 'AMD', 8, -2, 6, 20, 32.64]
['2018-09-14 14:44:53', 'Friday', 'AMD', 8, -4, 4, 13, 32.72]
['2018-09-14 14:45:55', 'Friday', 'AMD', 12, -2, 10, 33, 32.66]
['2018-09-14 14:46:56', 'Friday', 'AMD', 11, -2, 9, 30, 32.58]
['2018-09-14 14:47:58', 'Friday', 'AMD', 15, -3, 12, 40, 32.64]
['2018-09-14 14:48:59', 'Friday', 'AMD', 16, -1, 15, 50, 32.79]
['2018-09-14 14:50:01', 'Friday', 'AMD', 17, -1, 16, 53, 32.85]
['2018-09-14 14:51:03', 'Friday', 'AMD', 18, 0, 18, 60, 32.86]
['2018-09-14 14:52:04', 'Friday', 'AMD', 16, -1, 15, 50, 32.9]
['2018-09-14 14:53:06', 'Friday', 'AMD', 13, -2, 11, 36, 32.865]
['2018-09-14 14:54:07', 'Friday', 'AMD', 13, -2, 11, 36, 32.88]
['2018-09-14 14:55:08', 'Friday', 'AMD', 13, -4, 9, 30, 32.85]
['2018-09-14 14:56:10', 'Friday', 'AMD', 14, -4, 10, 33, 32.91]
['2018-09-14 14:57:11', 'Friday', 'AMD', 17, -1, 16, 53, 32.88]
['2018-09-14 14:58:13', 'Friday', 'AMD', 20, -1, 19, 63, 32.915]
['2018-09-14 14:59:14', 'Friday', 'AMD', 18, -1, 17, 56, 32.945]
['2018-09-14 15:00:16', 'Friday', 'AMD', 14, -1, 13, 43, 32.94]
['2018-09-14 15:01:21', 'Friday', 'AMD', 14, -4, 10, 33, 32.94]
['2018-09-14 15:02:22', 'Friday', 'AMD', 17, -5, 12, 40, 32.97]
['2018-09-14 15:03:24', 'Friday', 'AMD', 20, -4, 16, 53, 32.905]
['2018-09-14 15:04:26', 'Friday', 'AMD', 19, -4, 15, 50, 32.88]
['2018-09-14 15:05:28', 'Friday', 'AMD', 19, -4, 15, 50, 32.92]
['2018-09-14 15:06:29', 'Friday', 'AMD', 16, -2, 14, 46, 32.9]
['2018-09-14 15:07:31', 'Friday', 'AMD', 14, 0, 14, 46, 32.845]
['2018-09-14 15:08:32', 'Friday', 'AMD', 12, -3, 9, 30, 32.8]
['2018-09-14 15:09:34', 'Friday', 'AMD', 12, -3, 9, 30, 32.755]
['2018-09-14 15:10:35', 'Friday', 'AMD', 13, -4, 9, 30, 32.7]
['2018-09-14 15:11:37', 'Friday', 'AMD', 10, -4, 6, 20, 32.69]
['2018-09-14 15:12:38', 'Friday', 'AMD', 9, -4, 5, 16, 32.685]
['2018-09-14 15:13:40', 'Friday', 'AMD', 9, -3, 6, 20, 32.71]
['2018-09-14 15:14:41', 'Friday', 'AMD', 14, -2, 12, 40, 32.8]
['2018-09-14 15:15:43', 'Friday', 'AMD', 12, -5, 7, 23, 32.76]
['2018-09-14 15:16:44', 'Friday', 'AMD', 12, -4, 8, 26, 32.69]
['2018-09-14 15:17:46', 'Friday', 'AMD', 11, -4, 7, 23, 32.68]
['2018-09-14 15:18:47', 'Friday', 'AMD', 13, -6, 7, 23, 32.72]
['2018-09-14 15:19:49', 'Friday', 'AMD', 16, -4, 12, 40, 32.67]
['2018-09-14 15:20:50', 'Friday', 'AMD', 15, -5, 10, 33, 32.725]
['2018-09-14 15:21:52', 'Friday', 'AMD', 15, -4, 11, 36, 32.75]
['2018-09-14 15:22:53', 'Friday', 'AMD', 15, -3, 12, 40, 32.7]
['2018-09-14 15:23:55', 'Friday', 'AMD', 15, -3, 12, 40, 32.61]
['2018-09-14 15:24:56', 'Friday', 'AMD', 13, -3, 10, 33, 32.62]
['2018-09-14 15:25:58', 'Friday', 'AMD', 14, -4, 10, 33, 32.495]
['2018-09-14 15:26:59', 'Friday', 'AMD', 10, -7, 3, 10, 32.53]
['2018-09-14 15:28:00', 'Friday', 'AMD', 9, -6, 3, 10, 32.43]
['2018-09-14 15:29:02', 'Friday', 'AMD', 10, -3, 7, 23, 32.44]
['2018-09-14 15:30:06', 'Friday', 'AMD', 10, -4, 6, 20, 32.42]
['2018-09-14 15:31:08', 'Friday', 'AMD', 10, -5, 5, 16, 32.46]
['2018-09-14 15:32:09', 'Friday', 'AMD', 7, -7, 0, 0, 32.53]
['2018-09-14 15:33:11', 'Friday', 'AMD', 7, -5, 2, 6, 32.475]
['2018-09-14 15:34:13', 'Friday', 'AMD', 12, -3, 9, 30, 32.44]
['2018-09-14 15:35:14', 'Friday', 'AMD', 14, -1, 13, 43, 32.465]
['2018-09-14 15:36:16', 'Friday', 'AMD', 16, 0, 16, 53, 32.52]
['2018-09-14 15:37:17', 'Friday', 'AMD', 15, -1, 14, 46, 32.51]
['2018-09-14 15:38:19', 'Friday', 'AMD', 15, -2, 13, 43, 32.52]
['2018-09-14 15:39:20', 'Friday', 'AMD', 15, -2, 13, 43, 32.545]
['2018-09-14 15:40:22', 'Friday', 'AMD', 15, -2, 13, 43, 32.59]
['2018-09-14 15:41:23', 'Friday', 'AMD', 18, -2, 16, 53, 32.565]
['2018-09-14 15:42:25', 'Friday', 'AMD', 16, -1, 15, 50, 32.59]
['2018-09-14 15:43:26', 'Friday', 'AMD', 15, -4, 11, 36, 32.58]
['2018-09-14 15:44:28', 'Friday', 'AMD', 14, -4, 10, 33, 32.58]
['2018-09-14 15:45:29', 'Friday', 'AMD', 11, -4, 7, 23, 32.52]
['2018-09-14 15:46:30', 'Friday', 'AMD', 14, -2, 12, 40, 32.54]
['2018-09-14 15:47:32', 'Friday', 'AMD', 16, -2, 14, 46, 32.46]
['2018-09-14 15:48:35', 'Friday', 'AMD', 17, -3, 14, 46, 32.45]
['2018-09-14 15:49:36', 'Friday', 'AMD', 14, -2, 12, 40, 32.44]
['2018-09-14 15:50:38', 'Friday', 'AMD', 15, -2, 13, 43, 32.55]
['2018-09-14 15:51:39', 'Friday', 'AMD', 12, -3, 9, 30, 32.58]
['2018-09-14 15:52:40', 'Friday', 'AMD', 14, -2, 12, 40, 32.635]
['2018-09-14 15:53:43', 'Friday', 'AMD', 13, -1, 12, 40, 32.685]
['2018-09-14 15:54:44', 'Friday', 'AMD', 13, -1, 12, 40, 32.75]
['2018-09-14 15:55:45', 'Friday', 'AMD', 13, -1, 12, 40, 32.71]
['2018-09-14 15:56:47', 'Friday', 'AMD', 16, -1, 15, 50, 32.705]
['2018-09-14 15:57:48', 'Friday', 'AMD', 19, -2, 17, 56, 32.75]
['2018-09-14 15:58:50', 'Friday', 'AMD', 21, -2, 19, 63, 32.76]
['2018-09-14 15:59:52', 'Friday', 'AMD', 22, -3, 19, 63, 32.71]
['2018-09-14 16:00:53', 'Friday', 'AMD', 19, -3, 16, 53, 32.73]
['2018-09-14 16:01:54', 'Friday', 'AMD', 20, -3, 17, 56, 32.73]
['2018-09-14 16:02:56', 'Friday', 'AMD', 16, -2, 14, 46, 32.73]
['2018-09-14 16:03:57', 'Friday', 'AMD', 17, -1, 16, 53, 32.73]
['2018-09-14 16:04:59', 'Friday', 'AMD', 17, -1, 16, 53, 32.73]
['2018-09-14 16:06:00', 'Friday', 'AMD', 16, -1, 15, 50, 32.73]
['2018-09-14 16:07:02', 'Friday', 'AMD', 17, -1, 16, 53, 32.73]
['2018-09-14 16:08:03', 'Friday', 'AMD', 15, -1, 14, 46, 32.73]
['2018-09-14 16:09:05', 'Friday', 'AMD', 16, -1, 15, 50, 32.73]
['2018-09-14 16:10:07', 'Friday', 'AMD', 17, -2, 15, 50, 32.73]
['2018-09-14 16:11:08', 'Friday', 'AMD', 17, -2, 15, 50, 32.73]
['2018-09-14 16:12:10', 'Friday', 'AMD', 19, -1, 18, 60, 32.73]
['2018-09-14 16:13:11', 'Friday', 'AMD', 18, -2, 16, 53, 32.73]
['2018-09-14 16:14:13', 'Friday', 'AMD', 19, -2, 17, 56, 32.73]
['2018-09-14 16:15:14', 'Friday', 'AMD', 19, -2, 17, 56, 32.72]
['2018-09-14 16:16:15', 'Friday', 'AMD', 20, -2, 18, 60, 32.72]
['2018-09-14 16:17:17', 'Friday', 'AMD', 18, -2, 16, 53, 32.72]
['2018-09-14 16:18:18', 'Friday', 'AMD', 17, -2, 15, 50, 32.72]
['2018-09-14 16:19:20', 'Friday', 'AMD', 17, -2, 15, 50, 32.72]
['2018-09-14 16:20:21', 'Friday', 'AMD', 16, -2, 14, 46, 32.72]
['2018-09-14 16:21:22', 'Friday', 'AMD', 16, -1, 15, 50, 32.72]
['2018-09-14 16:22:24', 'Friday', 'AMD', 17, -1, 16, 53, 32.72]
['2018-09-14 16:23:25', 'Friday', 'AMD', 18, -2, 16, 53, 32.72]
['2018-09-14 16:24:27', 'Friday', 'AMD', 15, -2, 13, 43, 32.72]
['2018-09-14 16:25:28', 'Friday', 'AMD', 15, -1, 14, 46, 32.72]
['2018-09-14 16:26:30', 'Friday', 'AMD', 14, -1, 13, 43, 32.72]
['2018-09-14 16:27:31', 'Friday', 'AMD', 13, -1, 12, 40, 32.72]
['2018-09-14 16:28:33', 'Friday', 'AMD', 12, -1, 11, 36, 32.72]
['2018-09-14 16:29:34', 'Friday', 'AMD', 12, -1, 11, 36, 32.72]
['2018-09-14 16:30:36', 'Friday', 'AMD', 11, -2, 9, 30, 32.72]
['2018-09-14 16:31:37', 'Friday', 'AMD', 12, -2, 10, 33, 32.72]
['2018-09-14 16:32:39', 'Friday', 'AMD', 11, -2, 9, 30, 32.72]
['2018-09-14 16:33:40', 'Friday', 'AMD', 12, -2, 10, 33, 32.72]
['2018-09-14 16:34:42', 'Friday', 'AMD', 10, -2, 8, 26, 32.72]
['2018-09-14 16:35:44', 'Friday', 'AMD', 10, -1, 9, 30, 32.72]
['2018-09-14 16:36:45', 'Friday', 'AMD', 10, -1, 9, 30, 32.72]
['2018-09-14 16:37:46', 'Friday', 'AMD', 11, -1, 10, 33, 32.72]
['2018-09-14 16:38:48', 'Friday', 'AMD', 9, -1, 8, 26, 32.72]
['2018-09-14 16:39:49', 'Friday', 'AMD', 10, -1, 9, 30, 32.72]
['2018-09-14 16:40:51', 'Friday', 'AMD', 11, -1, 10, 33, 32.72]
['2018-09-14 16:41:52', 'Friday', 'AMD', 13, -1, 12, 40, 32.72]
['2018-09-14 16:42:54', 'Friday', 'AMD', 13, -1, 12, 40, 32.72]
['2018-09-14 16:43:56', 'Friday', 'AMD', 14, -1, 13, 43, 32.72]
['2018-09-14 16:44:57', 'Friday', 'AMD', 14, -1, 13, 43, 32.72]
['2018-09-14 16:45:59', 'Friday', 'AMD', 13, -2, 11, 36, 32.72]
['2018-09-14 16:47:00', 'Friday', 'AMD', 13, -2, 11, 36, 32.72]
['2018-09-14 16:48:02', 'Friday', 'AMD', 13, -2, 11, 36, 32.72]
['2018-09-14 16:49:03', 'Friday', 'AMD', 14, -2, 12, 40, 32.72]
['2018-09-14 16:50:05', 'Friday', 'AMD', 15, -2, 13, 43, 32.72]
['2018-09-14 16:51:10', 'Friday', 'AMD', 15, -2, 13, 43, 32.72]
['2018-09-14 16:52:13', 'Friday', 'AMD', 15, -2, 13, 43, 32.72]
['2018-09-14 16:53:15', 'Friday', 'AMD', 15, -2, 13, 43, 32.72]
['2018-09-14 16:54:17', 'Friday', 'AMD', 15, -1, 14, 46, 32.72]
['2018-09-14 16:55:18', 'Friday', 'AMD', 17, -1, 16, 53, 32.72]
['2018-09-14 16:56:20', 'Friday', 'AMD', 18, -1, 17, 56, 32.72]
['2018-09-14 16:57:21', 'Friday', 'AMD', 18, -1, 17, 56, 32.72]
['2018-09-14 16:58:23', 'Friday', 'AMD', 20, 0, 20, 66, 32.72]
['2018-09-14 16:59:24', 'Friday', 'AMD', 17, 0, 17, 56, 32.72]
['2018-09-14 17:00:26', 'Friday', 'AMD', 18, 0, 18, 60, 32.72]
['2018-09-14 17:01:27', 'Friday', 'AMD', 16, 0, 16, 53, 32.72]
['2018-09-14 17:02:28', 'Friday', 'AMD', 16, 0, 16, 53, 32.72]
['2018-09-14 17:03:30', 'Friday', 'AMD', 16, 0, 16, 53, 32.72]
['2018-09-14 17:04:31', 'Friday', 'AMD', 17, 0, 17, 56, 32.72]
['2018-09-14 17:05:33', 'Friday', 'AMD', 17, 0, 17, 56, 32.72]
['2018-09-14 17:06:34', 'Friday', 'AMD', 15, 0, 15, 50, 32.72]
['2018-09-14 17:07:36', 'Friday', 'AMD', 13, 0, 13, 43, 32.72]
['2018-09-14 17:08:37', 'Friday', 'AMD', 12, 0, 12, 40, 32.72]
['2018-09-14 17:09:39', 'Friday', 'AMD', 13, 0, 13, 43, 32.72]
['2018-09-14 17:10:40', 'Friday', 'AMD', 13, 0, 13, 43, 32.72]
['2018-09-14 17:11:42', 'Friday', 'AMD', 12, 0, 12, 40, 32.72]
['2018-09-14 17:12:43', 'Friday', 'AMD', 12, 0, 12, 40, 32.72]
['2018-09-14 17:13:44', 'Friday', 'AMD', 13, 0, 13, 43, 32.72]
['2018-09-14 17:14:46', 'Friday', 'AMD', 14, 0, 14, 46, 32.72]
['2018-09-14 17:15:47', 'Friday', 'AMD', 13, 0, 13, 43, 32.72]
['2018-09-14 17:16:48', 'Friday', 'AMD', 13, 0, 13, 43, 32.72]
['2018-09-14 17:17:50', 'Friday', 'AMD', 13, 0, 13, 43, 32.72]
['2018-09-14 17:18:52', 'Friday', 'AMD', 13, 0, 13, 43, 32.72]
['2018-09-14 17:19:54', 'Friday', 'AMD', 13, 0, 13, 43, 32.72]
['2018-09-14 17:20:55', 'Friday', 'AMD', 12, 0, 12, 40, 32.72]
['2018-09-14 17:21:57', 'Friday', 'AMD', 13, 0, 13, 43, 32.72]
['2018-09-14 17:22:59', 'Friday', 'AMD', 13, 0, 13, 43, 32.72]
['2018-09-14 17:24:01', 'Friday', 'AMD', 11, 0, 11, 36, 32.72]
['2018-09-14 17:25:02', 'Friday', 'AMD', 11, 0, 11, 36, 32.72]
['2018-09-14 17:26:04', 'Friday', 'AMD', 12, 0, 12, 40, 32.72]
['2018-09-14 17:27:05', 'Friday', 'AMD', 12, 0, 12, 40, 32.72]
['2018-09-14 17:28:07', 'Friday', 'AMD', 11, 0, 11, 36, 32.72]
['2018-09-14 17:29:08', 'Friday', 'AMD', 12, 0, 12, 40, 32.72]
['2018-09-14 17:30:10', 'Friday', 'AMD', 12, 0, 12, 40, 32.72]
['2018-09-14 17:40:11', 'Friday', 'AMD', 11, 0, 11, 36, 32.72]
['2018-09-14 17:50:14', 'Friday', 'AMD', 12, -2, 10, 33, 32.72]
['2018-09-14 18:00:15', 'Friday', 'AMD', 11, -2, 9, 30, 32.72]
['2018-09-14 18:10:17', 'Friday', 'AMD', 13, 0, 13, 43, 32.72]
['2018-09-14 18:20:18', 'Friday', 'AMD', 14, 0, 14, 46, 32.72]
['2018-09-17 14:12:00', 'Monday', 'AMD', 18, -1, 17, 56, 32.91]
['2018-09-17 14:13:01', 'Monday', 'AMD', 18, -1, 17, 56, 32.93]
['2018-09-17 14:14:02', 'Monday', 'AMD', 20, -2, 18, 60, 32.93]
['2018-09-17 14:15:03', 'Monday', 'AMD', 19, -2, 17, 56, 32.94]
['2018-09-17 14:16:04', 'Monday', 'AMD', 17, -3, 14, 46, 32.955]
['2018-09-17 14:17:06', 'Monday', 'AMD', 17, -3, 14, 46, 32.955]
['2018-09-17 14:18:07', 'Monday', 'AMD', 14, -5, 9, 30, 32.92]
['2018-09-17 14:19:09', 'Monday', 'AMD', 13, -4, 9, 30, 32.89]
['2018-09-17 14:20:10', 'Monday', 'AMD', 13, -3, 10, 33, 32.86]
['2018-09-17 14:21:11', 'Monday', 'AMD', 14, -2, 12, 40, 32.86]
['2018-09-17 14:22:13', 'Monday', 'AMD', 14, -2, 12, 40, 32.83]
['2018-09-17 14:23:14', 'Monday', 'AMD', 16, 0, 16, 53, 32.82]
['2018-09-17 14:24:16', 'Monday', 'AMD', 16, -1, 15, 50, 32.87]
['2018-09-17 14:25:17', 'Monday', 'AMD', 18, -1, 17, 56, 32.91]
['2018-09-17 14:26:18', 'Monday', 'AMD', 20, -1, 19, 63, 32.955]
['2018-09-17 14:27:20', 'Monday', 'AMD', 19, -1, 18, 60, 32.935]
['2018-09-17 14:28:21', 'Monday', 'AMD', 16, -1, 15, 50, 32.79]
['2018-09-17 14:29:23', 'Monday', 'AMD', 19, 0, 19, 63, 32.825]
['2018-09-17 14:30:24', 'Monday', 'AMD', 18, -1, 17, 56, 32.77]
['2018-09-17 14:31:25', 'Monday', 'AMD', 16, -1, 15, 50, 32.72]
['2018-09-17 14:32:26', 'Monday', 'AMD', 16, -2, 14, 46, 32.735]
['2018-09-17 14:33:28', 'Monday', 'AMD', 14, -3, 11, 36, 32.805]
['2018-09-17 14:34:29', 'Monday', 'AMD', 14, -4, 10, 33, 32.86]
['2018-09-17 14:35:30', 'Monday', 'AMD', 16, -5, 11, 36, 32.85]
['2018-09-17 14:36:33', 'Monday', 'AMD', 13, -5, 8, 26, 32.87]
['2018-09-17 14:37:34', 'Monday', 'AMD', 15, -4, 11, 36, 32.845]
['2018-09-17 14:38:35', 'Monday', 'AMD', 17, -3, 14, 46, 32.8]
['2018-09-17 14:39:37', 'Monday', 'AMD', 15, -3, 12, 40, 32.81]
['2018-09-17 14:40:38', 'Monday', 'AMD', 17, -2, 15, 50, 32.87]
['2018-09-17 14:41:39', 'Monday', 'AMD', 17, -2, 15, 50, 32.8]
['2018-09-17 14:42:41', 'Monday', 'AMD', 16, -3, 13, 43, 32.79]
['2018-09-17 14:43:42', 'Monday', 'AMD', 16, -2, 14, 46, 32.84]
['2018-09-17 14:44:44', 'Monday', 'AMD', 16, -2, 14, 46, 32.85]
['2018-09-17 14:45:45', 'Monday', 'AMD', 16, -2, 14, 46, 32.85]
['2018-09-17 14:46:46', 'Monday', 'AMD', 15, -2, 13, 43, 32.805]
['2018-09-17 14:47:47', 'Monday', 'AMD', 16, -2, 14, 46, 32.825]
['2018-09-17 14:48:49', 'Monday', 'AMD', 17, -2, 15, 50, 32.845]
['2018-09-17 15:25:09', 'Monday', 'AMD', 14, -4, 10, 33, 32.39]
['2018-09-17 15:26:10', 'Monday', 'AMD', 16, -3, 13, 43, 32.46]
['2018-09-17 15:27:12', 'Monday', 'AMD', 15, -3, 12, 40, 32.47]
['2018-09-17 15:28:13', 'Monday', 'AMD', 13, -3, 10, 33, 32.5]
['2018-09-17 15:29:15', 'Monday', 'AMD', 12, -2, 10, 33, 32.49]
['2018-09-17 15:30:16', 'Monday', 'AMD', 11, -2, 9, 30, 32.46]
['2018-09-17 15:31:18', 'Monday', 'AMD', 13, -2, 11, 36, 32.44]
['2018-09-17 15:32:20', 'Monday', 'AMD', 10, -3, 7, 23, 32.47]
['2018-09-17 15:33:22', 'Monday', 'AMD', 11, -3, 8, 26, 32.4]
['2018-09-17 15:34:23', 'Monday', 'AMD', 12, -6, 6, 20, 32.395]
['2018-09-17 15:35:25', 'Monday', 'AMD', 14, -5, 9, 30, 32.35]
['2018-09-17 15:36:27', 'Monday', 'AMD', 13, -6, 7, 23, 32.315]
['2018-09-17 15:37:28', 'Monday', 'AMD', 11, -6, 5, 16, 32.275]
['2018-09-17 15:38:30', 'Monday', 'AMD', 11, -6, 5, 16, 32.255]
['2018-09-17 15:39:32', 'Monday', 'AMD', 7, -5, 2, 6, 32.31]
['2018-09-17 15:40:33', 'Monday', 'AMD', 8, -5, 3, 10, 32.295]
['2018-09-17 15:41:37', 'Monday', 'AMD', 7, -5, 2, 6, 32.3]
['2018-09-17 15:42:39', 'Monday', 'AMD', 14, -7, 7, 23, 32.305]
['2018-09-17 15:43:41', 'Monday', 'AMD', 19, -4, 15, 50, 32.365]
['2018-09-17 15:44:43', 'Monday', 'AMD', 18, -3, 15, 50, 32.415]
['2018-09-17 15:45:45', 'Monday', 'AMD', 16, -3, 13, 43, 32.47]
['2018-09-17 15:46:46', 'Monday', 'AMD', 17, -1, 16, 53, 32.48]
['2018-09-17 15:47:48', 'Monday', 'AMD', 15, -1, 14, 46, 32.45]
['2018-09-17 15:48:49', 'Monday', 'AMD', 14, 0, 14, 46, 32.47]
['2018-09-17 15:49:51', 'Monday', 'AMD', 11, -1, 10, 33, 32.465]
['2018-09-17 15:50:53', 'Monday', 'AMD', 10, -4, 6, 20, 32.405]
['2018-09-17 15:51:54', 'Monday', 'AMD', 10, -7, 3, 10, 32.39]
['2018-09-17 15:52:55', 'Monday', 'AMD', 10, -7, 3, 10, 32.375]
['2018-09-17 15:53:57', 'Monday', 'AMD', 13, -6, 7, 23, 32.37]
['2018-09-17 15:54:59', 'Monday', 'AMD', 17, -3, 14, 46, 32.37]
['2018-09-17 15:56:01', 'Monday', 'AMD', 19, -2, 17, 56, 32.34]
['2018-09-17 15:57:02', 'Monday', 'AMD', 17, -5, 12, 40, 32.39]
['2018-09-17 15:58:04', 'Monday', 'AMD', 17, -4, 13, 43, 32.405]
['2018-09-17 15:59:05', 'Monday', 'AMD', 15, -4, 11, 36, 32.42]
['2018-09-17 16:00:08', 'Monday', 'AMD', 13, -5, 8, 26, 32.425]
['2018-09-17 16:01:10', 'Monday', 'AMD', 14, -2, 12, 40, 32.425]
['2018-09-17 16:02:11', 'Monday', 'AMD', 19, -3, 16, 53, 32.425]
['2018-09-17 16:03:13', 'Monday', 'AMD', 17, -3, 14, 46, 32.425]
['2018-09-17 16:04:15', 'Monday', 'AMD', 18, -1, 17, 56, 32.425]
['2018-09-17 16:05:16', 'Monday', 'AMD', 19, -1, 18, 60, 32.425]
['2018-09-17 16:37:32', 'Monday', 'AMD', 16, -3, 13, 43, 32.43]
['2018-09-17 17:48:38', 'Monday', 'AMD', 14, -5, 9, 30, 32.43]
['2018-09-18 19:57:38', 'Tuesday', 'AMD', 18, -5, 13, 43, 31.93]
['2018-09-18 20:10:00', 'Tuesday', 'AMD', 17, -7, 10, 33, 31.93]
